publishDate,hToneOnePN,hToneTwoPN,toneOnePN,toneOneAP,toneOneSW,toneOneOU,toneTwoPN,toneTwoAP,toneTwoSW,toneTwoOU
2016-01-29T03:37:05.000+01:00,3.6666666666666665,0.5714285714285714,2.034313725490196,1.738341968911917,4.81767955801105,1.8745644599303135,0.3408723747980614,0.2696310312204352,0.6562203228869895,0.30424242424242426
2015-10-29T06:55:05.000+01:00,3.0238095238095237,0.5029585798816568,1.7415254237288136,1.8732782369146006,3.0863636363636364,1.3607954545454546,0.2704791344667697,0.30393096836049854,0.5105672969966629,0.15282791817087846
2015-07-30T03:07:07.000+02:00,2.738095238095238,0.46496815286624205,1.9216867469879517,1.8509933774834437,3.5421686746987953,1.6625,0.3154639175257732,0.29849012775842043,0.5596816976127321,0.24882629107981222
2015-04-29T02:22:01.000+02:00,3.096774193548387,0.5118110236220472,3.038095238095238,1.8041666666666667,3.936,1.6032608695652173,0.5047169811320755,0.2867756315007429,0.5948136142625607,0.23173277661795408
2015-01-28T08:49:07.000+01:00,4.852941176470588,0.6582914572864321,1.8971428571428572,2.0,3.6783625730994154,1.5572519083969465,0.3096646942800789,0.3333333333333333,0.5725,0.21791044776119403
2014-10-29T03:10:12.000+01:00,6.136363636363637,0.7197452229299363,2.741496598639456,2.0568181818181817,5.285714285714286,1.854625550660793,0.46545454545454545,0.34572490706319703,0.6818181818181818,0.2993827160493827
2014-07-31T01:50:09.000+02:00,4.9655172413793105,0.6647398843930635,2.0,2.0077220077220077,3.3292682926829267,1.3914728682170543,0.3333333333333333,0.33504492939666236,0.5380281690140845,0.16369529983792544
2014-05-01T02:18:03.000+02:00,3.107142857142857,0.5130434782608696,2.108695652173913,1.9664082687338502,3.1703703703703705,1.3725961538461537,0.35664335664335667,0.32578397212543553,0.5204262877442274,0.15704154002026344
2014-01-23T03:24:01.000+01:00,5.162162162162162,0.6754385964912281,2.0737704918032787,2.284900284900285,3.2948207171314743,1.5706666666666667,0.34933333333333333,0.391153512575889,0.5343228200371057,0.22199170124481327
2013-10-25T03:40:05.000+02:00,3.8181818181818183,0.5849056603773585,1.7242990654205608,2.154109589041096,2.8,1.7428571428571429,0.2658662092624357,0.36590662323561346,0.47368421052631576,0.2708333333333333
2013-07-25T02:50:05.000+02:00,4.193548387096774,0.6149068322981367,1.9509803921568627,2.4398625429553267,3.1534653465346536,1.6161971830985915,0.3222591362126246,0.41858141858141856,0.5184743742550656,0.23553162853297444
2013-04-25T03:20:08.000+02:00,3.652173913043478,0.5700934579439252,1.9514563106796117,1.9322580645161291,3.2346938775510203,1.6254826254826256,0.3223684210526316,0.3179317931793179,0.5277108433734939,0.23823529411764705
2013-01-24T03:30:04.000+01:00,3.8372093023255816,0.5865384615384616,1.6717557251908397,2.0026041666666665,2.8867924528301887,1.639751552795031,0.25142857142857145,0.3339115351257589,0.4854368932038835,0.24235294117647058
2012-10-23T02:20:05.000+02:00,2.3636363636363638,0.40540540540540543,1.7864583333333333,2.3,3.5027322404371586,1.453531598513011,0.2822429906542056,0.3939393939393939,0.5558252427184466,0.18484848484848485
2012-09-14T04:00:04.000+02:00,4.157303370786517,0.6122004357298475,1.837429111531191,1.8880553952683208,3.5878848063555115,1.7517053206002728,0.29513657561625584,0.3074925074925075,0.564069264069264,0.27317798710956864
2012-07-26T02:10:03.000+02:00,6.142857142857143,0.72,1.8267326732673268,2.3386454183266934,4.345238095238095,1.7716535433070866,0.29246935201401053,0.4009546539379475,0.6258351893095768,0.2784090909090909
2012-04-27T03:30:06.000+02:00,5.3076923076923075,0.6829268292682927,1.6557377049180328,1.9711815561959654,3.3793103448275863,2.17351598173516,0.24691358024691357,0.3268671193016489,0.5433070866141733,0.3697841726618705
2012-01-24T04:20:08.000+01:00,3.076923076923077,0.5094339622641509,2.014925373134328,2.365771812080537,4.343589743589743,2.251231527093596,0.33663366336633666,0.4057826520438684,0.6257197696737045,0.38484848484848483
2011-10-20T04:20:11.000+02:00,3.41025641025641,0.5465116279069767,1.6778242677824269,2.0660377358490565,4.020408163265306,2.1056603773584905,0.253125,0.3476923076923077,0.6016260162601627,0.3560145808019441
2011-04-21T03:50:18.000+02:00,2.232142857142857,0.3812154696132597,2.449367088607595,2.0067567567567566,4.254545454545455,2.1954545454545453,0.42018348623853213,0.3348314606741573,0.6193771626297578,0.3741109530583215
2011-01-19T06:05:17.000+01:00,3.542372881355932,0.5597014925373134,2.4166666666666665,1.9243243243243244,5.121212121212121,2.44392523364486,0.4146341463414634,0.31608133086876156,0.6732673267326733,0.41926729986431477
2010-10-20T04:41:14.000+02:00,2.484375,0.4260089686098655,2.034782608695652,1.816326530612245,4.727748691099476,2.353191489361702,0.34097421203438394,0.2898550724637681,0.6508226691042047,0.4035532994923858
2010-07-22T03:27:13.000+02:00,3.0925925925925926,0.5113122171945701,1.7,2.1993355481727574,4.135869565217392,1.8863636363636365,0.25925925925925924,0.37487019730010385,0.6105820105820106,0.30708661417322836
2010-04-23T05:31:09.000+02:00,5.3,0.6825396825396826,2.279620853080569,2.1928374655647382,4.032407407407407,1.7724137931034483,0.3901734104046243,0.37359792924935287,0.6025758969641214,0.27860696517412936
2010-01-22T04:18:14.000+01:00,5.638297872340425,0.6987179487179487,2.1792452830188678,1.8019323671497585,4.675925925925926,2.130909090909091,0.37091988130563797,0.28620689655172415,0.6476345840130505,0.3612078977932636
